,Tag,Frequency
0,pop,752
1,rock,520
2,alternative,406
3,Love,380
4,indie,358
5,singer-songwriter,355
6,dance,329
7,favorites,328
8,beautiful,324
9,00s,308
10,electronic,299
11,chillout,295
12,Mellow,283
13,soul,269
14,sexy,251
15,folk,219
16,90s,211
17,chill,201
18,jazz,195
19,easy listening,194
20,electronica,192
21,american,178
22,rnb,174
23,Awesome,172
24,Favorite,171
25,cool,171
26,british,166
27,acoustic,157
28,Favourites,156
29,alternative rock,152
30,catchy,146
31,indie rock,139
32,indie pop,139
33,sad,136
34,favourite,134
35,romantic,134
36,melancholy,133
37,oldies,133
38,relax,132
39,party,131
40,downtempo,127
41,fun,127
42,lounge,126
43,piano,122
44,Ballad,121
45,80s,120
46,ambient,119
47,pop rock,117
48,vocal,115
49,smooth,113
50,happy,109
51,Dreamy,105
52,loved,101
53,upbeat,100
54,blues,100
55,favorite songs,100
56,relaxing,98
57,country,98
58,melancholic,98
59,sweet,95
60,love songs,95
61,trip-hop,94
62,amazing,90
63,70s,89
64,english,89
65,seen live,88
66,lovely,87
67,soft,86
68,punk,86
69,2000s,86
70,electro,85
71,atmospheric,84
72,House,81
73,Soundtrack,80
74,classic,77
75,Love it,77
76,classic rock,77
77,60s,76
78,slow,76
79,latin,74
80,summer,74
81,love at first listen,73
82,USA,71
83,experimental,71
84,trance,70
85,sensual,70
86,funk,69
87,feel good,68
88,nice,68
89,guitar,68
90,Canadian,67
91,Favourite Songs,67
92,Disco,66
93,Guilty Pleasures,66
94,best,65
95,vocal jazz,65
96,metal,65
97,memories,64
98,cute,64
99,RB,63
100,cover,63
101,favorite by this singer,62
102,club,62
103,top 40,62
104,urban,61
105,dark,61
106,world,61
107,spanish,61
108,pretty,60
109,new wave,60
110,fav,59
111,funky,59
112,Hip-Hop,59
113,love song,59
114,soft rock,58
115,electropop,58
116,r&b,58
117,guilty pleasure,57
118,UK,56
119,rhythm and blues,56
120,Energetic,56
121,2008,55
122,ethereal,55
123,good,54
124,Smooth Jazz,54
125,r and b,53
126,great,53
127,covers,52
128,emotional,52
129,epic,51
130,Gothic,51
131,chill out,51
132,drjazzmrfunkmusic,50
133,groovy,50
134,french,50
135,jazz vocal,50
136,instrumental,49
137,haunting,49
138,calm,48
139,britpop,48
140,synthpop,47
141,swedish,47
142,2009,47
